Sec,Ah,V,A,S,D,Deg,RPM,HW,Nm,ThI,ThO,Acc,Lim
289.0,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
289.21,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
289.42,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
289.63,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
289.83,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
290.05,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
290.25,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
290.46,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
290.67,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
290.88,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
291.08,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
291.29,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
291.49,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
291.69,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
291.91,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
292.11,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
292.32,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
292.53,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
292.74,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
292.95,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
293.16,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
293.37,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
293.58,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
293.79,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
293.99,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
294.2,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
294.41,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
294.61,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
294.82,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
295.02,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
295.22,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
295.43,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
295.63,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
295.84,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
296.05,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
296.25,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
296.46,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
296.67,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
296.88,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
297.1,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
297.31,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
297.52,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
297.73,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
297.94,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
298.15,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
298.35,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
298.57,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
298.77,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
298.98,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
299.19,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
299.39,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
299.6,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
299.81,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
300.02,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
300.22,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
300.42,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
300.63,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
300.84,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
301.04,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
301.25,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
301.46,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
301.66,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
301.87,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
302.07,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
302.29,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
302.49,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
302.69,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
302.9,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
303.1,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
303.3,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
303.52,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
303.73,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
303.93,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
304.14,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
304.36,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
304.56,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
304.77,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
304.98,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
305.2,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
305.4,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
305.6,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
305.81,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
306.02,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
306.22,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
306.43,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
306.63,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
306.84,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
307.04,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
307.24,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
307.46,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
307.67,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
307.87,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
308.08,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
308.29,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
308.5,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
308.7,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
308.91,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
309.11,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
309.31,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
309.52,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
309.72,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
309.94,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
310.14,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
310.34,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
310.55,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
310.76,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
310.97,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
311.17,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
311.39,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
311.59,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
311.79,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
312.0,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
312.21,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
312.42,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
312.63,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
312.85,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
313.06,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
313.27,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
313.48,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
313.68,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
313.89,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
314.1,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
314.3,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
314.93,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
315.13,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
315.35,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
315.55,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
315.75,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
315.97,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
316.17,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
316.37,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
316.57,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
316.78,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
316.99,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
317.2,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
317.42,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
317.62,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
317.83,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
318.03,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
318.24,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
318.45,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
318.66,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
318.86,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
319.06,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
319.27,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
319.48,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
319.69,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
319.9,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
320.1,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
320.31,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
320.52,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
320.73,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
320.94,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
321.15,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
321.37,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
321.57,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
321.79,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
321.99,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
322.2,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
322.41,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
322.61,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
322.81,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
323.02,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
323.22,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
323.43,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
323.64,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
323.85,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
324.06,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
324.26,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
324.47,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
324.69,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
324.89,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
325.09,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
325.31,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
325.51,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
325.71,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
325.92,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
326.12,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
326.32,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
326.53,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
326.75,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
326.95,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
327.15,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
327.36,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
327.57,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
327.77,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
327.98,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
328.19,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
328.4,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
328.61,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
328.81,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
329.02,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
329.23,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
329.43,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
329.64,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
329.85,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
330.06,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
330.27,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
330.47,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
330.67,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
330.88,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
331.09,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
331.3,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
331.5,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
331.71,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
331.92,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
332.13,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
332.33,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
332.53,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
332.74,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
332.95,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
333.15,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
333.36,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
333.57,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
333.77,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
333.98,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
334.19,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
334.39,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
334.6,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
334.81,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
335.01,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
335.21,0.0000,52.43,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
335.42,0.0000,52.43,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
335.63,0.0000,52.43,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
335.83,0.0000,52.43,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
336.04,0.0000,52.43,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
336.26,0.0000,52.43,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
336.46,0.0000,52.43,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
336.66,0.0000,52.43,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
336.87,0.0000,52.43,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
337.08,0.0000,52.43,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
337.28,0.0000,52.43,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
337.49,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
337.69,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
337.9,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
338.11,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
338.32,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
338.52,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
338.73,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
338.93,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
339.14,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
339.35,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
339.56,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
339.76,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
339.97,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
340.17,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
340.37,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
340.58,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
340.79,0.0000,52.42,0.0,0.00,0.0000,0.0,0.0,0,0.0,0.00,0.99,0.00,0.00
